ROOT,EKUMENSKI,NATLANG ANCESTRY,AUXLANG ANCESTRY,PART OF SPEECH,ENGLISH
SLIP,slipivi,,,adj.,slippery
SLIT,slit,G,,n.,"slit, slot"
SLIT,slite,,,v.,slit
SLIVA,sliva,S,,n.,plum
SLOT,slot,G,,n.,"castle (palace, chateau; cf. burg)"
SLOTR,slotre,G,,v.,shiver
SLUB,slub,S,,n.,promise
SLUB,slube,,,v.,promise
SLUP,slup,G,,n.,sloop
SLURF,slurfe,G,,v.,scuff (walk without raising the feet)
SLUŠ,sluše,S,,v.,listen
SLUŠ,slušer,,,n.,listener
SMAC,smace,G,,v.,smack
SMAK,smak,"G,S",,n.,taste
SMAK,smake,,,v.,taste
SMAK,smaklesi,,,adj.,tasteless
SMAK,smakli,,,adj.,tasty
SMART,smarti,G,,adj.,smart
SMART,smartnis,,,n.,smartness
SMAŠE,smaše,G,,v.,smash (> smeše?)
SMAUN,smaun,G,,n.,disgrace
SMAUN,smaunli,,,adj.,"disgraceful, shameful"
SMAŽ,smaže,S,,v.,fry (cook sth. in hot fat or oil)
SMAŽ,smažpanva,,,n.,frying pan
SMEJ,smej,"S,B",,n.,laughter
SMEJ,"smejabli, smejandi",,,adj.,"laughable, ridiculous"
SMEJ,smeje,,,v.,laugh
SMEJ,smejle,,,v.,smile
SMEL,smel,G,,n.,smell
SMEL,smele,,,v.,smell
SMEL,smele pizda!,,,excl.,fuck you!
SMELT,smelt,G,,n.,melt
SMELT,smeltabli,,,adj.,meltable
SMELT,smelte,,,v.,melt
SMELT,smeltpot,,,n.,melting pot
SMELT,smeltpunt,,,n.,melting point
SMERALD,smerald,,,n.,emerald
SMID,smidabli,,,adj.,malleable
SMID,smide,,,v.,forge
SMID,smider,,,n.,smith
SMID,smiderija,,,n.,forge (workshop)
SMID,smidforn,,,n.,forge (furnace or hearth)
SMID,smidil,,,n.,anvil
SMIGE,smige,G,,v.,nestle (press oneself against another affectionately)
SMINK,smink,G,,n.,makeup
SMINK,sminke,,,v.,"put on makeup, lipstick etc."
SMIR,smire,G,,v.,smear; lubricate
SMIR,smirment,,,n.,lubricant
SMIRGL,smirgle,G,,v.,sand
SMJEL,smjeli,S,,adj.,bold
SMJEL,smjelnis,,,n.,boldness audacity
SMOG,smog,G,,n.,smog
SMORE,smore,G,,v.,braise
SMUGL,smugla,,,n.,smuggling
SMUGL,smugle,,,v.,smuggle
SMUGL,smugler,,,n.,smuggler
SNAD,snad,S,,adv.,perhaps
SNAD,snadli,,,adj.,potential
SNARKI,snarki,G,,adj.,snarky
SNAUT,snaut,,,n.,snout
SNEČ,sneče,,,v.,snatch
SNEG,sneg,,,n.,snow
SNEG,snege,,,v.,snow
SNEG,snegmuž(ka),,,n.,snowman
SNEG,snegstorm,,,n.,"snowstorm, blizzard"
SNEJL,snejl,G,,n.,snail
SNEL,sneli,G,(UG=),adj.,"fast, quick"
SNEL,snelize,,,v.,"speed up, accelerate"
SNEL,sneliznis,,,n.,acceleration
SNEL,snelnis,,,n.,"speed, velocity"
SNEL,snelrastenti,,,adj.,fast-growing
SNIT,snit,G,(UG=),n.,cut
SNIT,snite,,,v.,cut
SNIZE,snize,G,,v.,sneeze
SNOP,snop,S,,n.,"sheaf (corn, barley)"
SNORKE,snorke,G,,v.,snore
SNORKEL,snorkel,G,,n.,snorkel
SNUDR,snudre,G,,v.,browse
SNUDR,snudre dia buk,,,expr.,browse through a book
SNUK,snuk,G,,n.,pike (fish)
SNUP,snupe,G,,v.,snoop
SNUR,snur,G,,n.,cord
SNUSKI,snuski,,,adj.,= nasti
SOFA,sofa,,,n.,"sofa, couch"
SOFT,softhertli,,,adj.,softhearted
SOFT,softi,,,adj.,soft
SOFT,softize,,,v.,soften
SOFT,softnis,,,n.,softness
SOJA,soja,,,n.,soy
SOK,sok,S,,n.,juice
SOK,sokli,,,adj.,juicy
SOL,soli,,,adj.,alone
SOLD,soldat,,,n.,soldier
SOLD,soldnik,,,n.,mercenary
SOLI,solim,,,adv.,alone
SOLI,solitari,,,adj.,lonesome
SOLI,solitarnis,,,n.,lonesomeness
SOLID,solidi,,,adj.,solid
SOLID,solidize,,,v.,solidify
SOLID,solidiznis,,,n.,solidification
SOLID,solidnis,,,n.,solidity
SOLJA,solja,,,n.,sole (fish)
SOLO,solo,,,n.,solo
SOM,som,S,,n.,catfish
SOMAR,somar,G,,n.,summer
SOMAR,somarli,,,adj.,"summerly, summery, summerlike"
SON,son,G,(UG=),n.,son
SOND,sond,,,n.,probe
SOND,sonde,,,v.,probe
SONG,song,,,n.,song
SONG,songatlon,,,n.,song contest
SONG,songskripter,,,n.,songwriter
SORD,sordi,,,adj.,deaf
SORD,sordnis,,,n.,deafness
SORI,sori,G,,interj.,sorry
SORLE,sorle,G,,v.,UNDEFINED
SORN,sorn,C,,n.,"cooker, stove"
SORS,sors,U,,n.,duck
SORT,sort,,,n.,"kind, sort"
SOS,sos,,,n.,emergency
SOSA,sosa,,,n.,sauce
SOSNA,sosna,S,,n.,pine (tree)
SOVJET,sovjeti,,,adj.,Soviet
SOVJET,Sovjetunion,,,n.,Soviet Union
SPACI,spacia,,,n.,space
SPACI,spaciali,,,adj.,spatial
SPACI,spaciozi,,,adj.,spacious (> raum?)
SPAD,spad,G,,n.,spade
SPAJS,spajs,,,n.,"meal, fare, foodstuff"
SPAR,spare,G,,v.,save (money; cf. salve)
SPAR,sparivi,,,adj.,"economical, thrifty"
SPAR,sparnis,,,n.,savings
SPARGA,sparga,,,n.,asparagus
SPAS,spas,G,,n.,fun
SPAS,spasli,,,adj.,funny
SPATUL,spatul,,,n.,spatula
SPECIAL,speciali,,,adj.,special
SPECIAL,specialize,,,v.,specialize
SPECIAL,specializnis,,,n.,specialization
SPECIAL,specialm,,,adv.,especially
SPECIAL,specialnis,,,n.,specialty
SPEJL,spejl,G,,n.,mirror
SPEJL,spejlbild,,,n.,mirror image
SPEJL,spejle,,,v.,mirror
SPEJL,spejlnis,,,n.,"mirroring, mirage"
SPEJT,spejte,G,,v.,"cause regret to, to cause to be sorry"
SPEJT,il spejte me ke…,,,expr.,I am sorry that…
SPEJT,spejtli,,,adj.,pity
SPEK,spek,G,(UG=),n.,bacon
SPEKT,spekte,,,v.,watch
SPEKT,spekter,,,n.,viewer
SPEKTRO,spektro,,,n.,spectre (physics)
SPEKTRO,spektrometer,,,n.,spectrometer
SPEKTRO,spektroskopia,,,n.,spectroscopy
SPEKUL,spekule,,,v.,speculate
SPEKUL,spekulnis,,,n.,speculation
SPELT,spelt,G,,n.,spelt (cereal)
SPENGLER,spengler,G,,n.,tinsmith
SPENS,spense,,,v.,spend (cf. pretere)
SPER,sperandim,,,adv.,hopefully
SPER,spere,,,v.,hope
SPER,sperlesi,,,adj.,hopeless
SPER,sperlesnis,,,n.,hopelessness
SPER,spernis,,,n.,hope
SPERMA,sperma,,,n.,sperm
SPES,spes,,,n.,species
SPICA,spica,S,,n.,spoke (of a wheel)
SPIK,spik,,,n.,ear (of a cereal)
SPIL,spil,G,,n.,play; game
SPIL,spilabli,,,adj.,playable
SPIL,spildaš,,,n.,playmate
SPIL,spile,,,v.,play
SPIL,spilend,,,n.,end of game/ match
SPIL,spiler,,,n.,player
SPIL,spilfeld,,,n.,playfield
SPIL,spilil,,,n.,toy
SPIL,spilplas,,,n.,playground
SPIL,spilstart,,,n.,start of the game/match
SPINA,spina,,,n.,spine
SPINAT,spinat,,,n.,spinach
SPINE,spine,,,v.,spin
SPION,spion,,,n.,spy
SPION,spione,,,v.,spy
SPION,spionnis,,,n.,espionnage
SPION,spionsatelit,,,n.,spy satellite
SPIRAL,spiral,,,n.,spiral
SPIRAL,spiralnebul,,,n.,spiral nebula
SPIRIT,spirit,,,n.,spirit
SPIRIT,spiritli,,,adj.,spiritual
SPIS,spis,,,n.,spice
SPIS,"spisli, spisozi",,,adj.,spicy
SPLENDOR,splendor,,,n.,"splendor, magnificience"
SPLENDOR,splendorli,,,adj.,splendid
SPOJL,spojle,G,,v.,spoil
SPOR,spor,S,,n.,quarrel
SPORA,spora,,,n.,spore
SPORADI,sporadi,,,adj.,sporadic
SPORN,sporn,G,,n.,spur
SPORT,sport,G,,n.,sport
SPORT,sporter,,,n.,sportsman
SPORT,sportivi,,,adj.,sportive
SPOSOB,sposob,S,,n.,manner
SPOT,spot,,,n.,spot
SPOT,spotlus,,,n.,spotlight
SPOZ,spoza,,,n.,wife
SPOZ,spozanda,,,n.,bride
SPOZ,spozando,,,n.,groom
SPOZ,spoze (se),,,v.,marry
SPOZ,spozeni,,,adj.,maried
SPOZ,spoznis,,,n.,wedding; marriage (ceremony; cf. gamia)
SPOZ,spozo,,,n.,husband
SPRAT,sprat,,,n.,sprattus
SPREDE,sprede,G,,v.,"spread (extend, stretch out [limbs etc.]"
SPREJ,sprej,G,,n.,spray
SPREJ,spreje,,,v.,spray
SPRIC,sprice,G,,v.,"spurt, squirt"
SPRINKL,sprinkle,G,,v.,sprinkle
SPRINT,sprint,,,n.,sprint
SPRINT,sprinte,,,v.,sprint
SPROJ,sproj,G,,n.,chaff
SPROT,sprot,,,n.,sprout
SPUK,spuk,G,,n.,spook
SPUK,spuke,,,v.,spook; haunt
SPUT,sput,,,n.,saliva
SPUT,spute,,,v.,spit
STABIL,stabili,,,adj.,stable
STABIL,stabilize,,,v.,stabilize
STABIL,stabiliznis,,,n.,stabilization
STABIL,stabilnis,,,n.,stability
STADION,stadion,,,n.,stadium
STAF,staf,G,,n.,staff (milit.)
STALAG,stalagmit,H,,n.,stalagmite
STALAG,stalagtit,,,n.,stalactite
STAM,stam,G,,n.,trunk (of a tree)
STAMLE,stamle,G,,v.,stammer
STAMP,stampe,G,,v.,stamp (with feet; cf. stempe)
STANCE,stance,G,,v.,punch
STANCE,stancmašin,,,n.,punching machine
STAR,star,,,n.,star (film star; cf. stel)
STAR,starlet,,,n.,starlet
STARK,starki,G,,adj.,strong
STARK,starkize,,,v.,strengthen
STARK,starkiznis,,,n.,strengthening
STARK,starknis,,,n.,strength
STARK,starkrejn,,,n.,"intense rain, torrential rain"
START,start,G,,n.,"start, begin, commence, beginning"
START,starte,,,v.,"start, begin, commence"
STATA,stata,,,n.,state
STATA,Unizeni Statas de Amerika,,,n.,United States of America
STAUB,staub,G,,n.,dust
STAUB,"staubli, staubozi",,,adj.,dusty
STAUDA,stauda,G,,n.,perennial
STAVAK,stavak,,,n.,movement (of a music piece)
STEAR,stear,,,n.,tallow
STEAR,stearin,,,n.,stearin
STEK,steke,G,,v.,"stick (push into, remain stuck; cf. heze), plug"
STEK,stekil,,,n.,plug (electric connecting device)
STEL,stel,,,n.,star (astron.; cf. star)
STEL,stelal,,,n.,constellation (astron.)
STEL,stelsilmli,,,adj.,starry-eyed
STEL,stelstaub,,,n.,stardust
STELA,stela,,,n.,stele
STELK,stelk,G,,n.,stalk
STEMA,stema,,,n.,coat-of-arms
STEMP,stempe,G,,v.,stamp (give an official marking; cf. stampe)
STEMP,stempil,,,n.,stamp
STEP,stepdans,G,,n.,stepdance
STEP,stepdotra,,,n.,stepdaughter
STEP,stepmater,,,n.,stepmother
STEP,steppater,,,n.,stepfather
STEP,stepson,,,n.,stepson
STEPA,stepa,,,n.,steppe
STEREOTIP,stereotipiki,,,adj.,stereotypical
STEREOTIP,stereotipo,,,n.,stereotype
STERK,sterk,,,n.,"dung, manure"
STERT,stert,G,,n.,tail
STES,stesi,,,adj.,same
STES,stestajmlim,,,adv.,at the same time
STETOSKOP,stetoskop,,,n.,stethoscope
STIGM,stigma,,,n.,stigma
STIGM,stigme,,,v.,stigmatize
STIK,stike,G,(UG=),v.,embroider
STIL,stil,,,n.,style
STIM,stimabli,,,adj.,appreciable; e v. estimate
STIM,stimnis,,,n.,"estimation, appreciation"
STIMUL,stimule,,,v.,stimulate
STIMUL,stimulnis,,,n.,stimulation
STIN,stin,,(UG=),n.,tin
STINK,stinke,G,,v.,stink
STIP,stipe,,,v.,stuff (fill by packing or crowding sth. into; to cram with something; to load to excess; fill a space with sth. in a compressed manner)
STIP,stipil,,,n.,plug (hole filler)
STIRN,stirn,G,,n.,forehead
STJU,stju,G,,n.,stew
STJU,stjuard,,,n.,steward
STO,sto,S,,num.,hundred
STOF,stof,G,,n.,"stuff, material"
STOG,stog,S,,n.,stack
STOK,stok,G,(UG=),n.,stick
STOL,stol,S,,n.,table
STOLP,stolp,G,,n.,post (long dowel or plank protruding from the ground
STOLT,stolti,G,,adj.,proud
STOLT,stoltnis,,,n.,pride
STON,stone,"S,G",,v.,"groan, moan"
STOP,stop,G,,n.,"stop, halt"
STOP,stopabli,,,adj.,stoppable
STOP,stope,,,v.,"stop, halt"
STORIA,storia,,,n.,story
STORIA,storiakurs,,,n.,"plot (of a book, film etc.), storyline"
STORK,stork,G,,n.,stork
STORM,storm,G,,n.,storm
STORM,stormflud,,,n.,"storm flood, storm surge"
STORM,"stormivi, stormli",,,adj.,stormy
STOTR,stotre,G,,v.,stutter
STRADA,strada,,,n.,"street, road"
STRADA,stradalet,,,n.,lane
STRAF,straf,G,,n.,penalty; sentence (punishment imposed on sb. convicted of a crime)
STRAF,strafe,,,v.,punish
STRAF,strafkik,,,n.,penalty kick
STRAF,strafnis,,,n.,punishment
STRAJF,strajf,G,,n.,"strip, stripe"
STRAJF,strajfe,,,v.,strip
STRAJK,strajk,,,n.,strike (stop working; cf. flikte)
STRAJK,strajkbreker,,,n.,strikebreaker
STRAJK,strajke,,,v.,strike
STRAJT,strajt,G,,n.,"quarrel, dispute, fight, argument"
STRAJT,strajte,,,v.,"argue, fight, quarrel"
STRAJT,strajtivi,,,adj.,disputatious (inclined to argue or debate)
STRAK,straki,,,adj.,tired
STRAK,strakizenti,,,adj.,tiresome
STRAK,straknis,,,n.,tiredness
STRAL,stral,G,,n.,"ray, beam"
STRAL,strale,,,v.,radiate
STRAL,stralnis,,,n.,radiation
STRAL,straltub,,,n.,nozzle
STRAN,strani,,,adj.,"peculiar, strange (not normal; odd, unusual, surprising, out of the ordinary; cf. fremdi)"
STRAN,strannis,,,n.,strangeness
STRANGUL,strangule,,,v.,strangulate
STRANGUL,strangulnis,,,n.,strangulation
STRAT,strat,,,n.,"coat, layer"
STRAT,strate,,,v.,coat
STRAT,stratnis,,,n.,coating
STRATEG,strateg,,,n.,strategist
STRATEG,strategem,,,n.,stratagem
STRATEG,strategia,,,n.,strategy
STRATEG,strategiali,,,adj.,strategic
STRAX,strax,G,,adv.,"at once, immediately"
STRAX,straxli,,,adj.,immediate
STREJ,streje,G,,v.,stray
STREJTI,strejti,,,UNDEFINED,UNDEFINED
STREK,strek,G,,n.,"line, streak, stroke (line or mark made on a surface by an implement for drawing, writing, etc.)"
STREK,streklet,,,n.,"dash (typography, computing)"
STREL,strel,S,,n.,shot (act of shooting)
STREL,strelad,,,n.,salvo
STREL,strele,,,v.,shoot
STREL,streler,,,n.,shot (person shooting)
STREL,strelil,,,n.,projectile
STREL,strelpulver,,,n.,gunpowder
STREPTOKOK,streptokok,,,n.,streptococcus
STRET,streti,,,adj.,"narrow; tight, fast, firm"
STREVE,streve,G,,v.,strive
STRIDE,stride,,,v.,"screech, shriek"
STRIK,strike,G,,v.,knit
STRIKTI,strikti,,,adj.,strict
STRIKTI,striktinis,,,n.,strictness
STRING,string,,,n.,string
STRING,stringteoria,,,n.,string theory
STRIPTIZ,striptiz,,,n.,striptease
STRIPTIZ,striptizbar,,,n.,striptease bar
STRIPTIZ,striptizdanser,,,n.,striptease dancer
STROBER,strober,G,,n.,strawberry
STROBOSKOP,stroboskop,,,n.,stroboscope
STROFA,strofa,,,n.,stave (metrical portion; stanza; staff)
STROG,strogi,S,,adj.,"severe, austere, stern; stringent"
STROG,strognis,,,n.,"severeness, austerity, sternness"
STROL,strol,,,n.,stroll
STROL,strole,,,v.,stroll
STRONCIUM,stroncium,,,n.,strontium
STRONCO,stronco,,,n.,"asshole, shithead"
STROP,strop,S,,n.,ceiling
STRUG,strug,S,,n.,plain (tool for smoothing wood)
STRUG,struge,,,v.,plane
STRUKT,strukte,,,v.,build
STRUKT,struktnis,,,n.,building (the act of building)
STRUKT,struktur,,,n.,structure
STRUKT,strukturalismo,,,n.,structuralism
STRUKT,strukture,,,v.,structure
STRUKT,strukturli,,,adj.,structural
STRUMA,struma,,,n.,goitre
STRUMP,strump,G,,n.,stocking
STRUT,strut,,,n.,ostrich
STUB,stub,G,,n.,stubble
STUD,stude,,,v.,study
STUD,"student, studer",,,n.,student
STUD,studia,,,v.,study (artwork made in order to practise or demonstrate a subject or technique; academic publication)
STUD,studio,,,n.,studio
STUD,studnis,,,n.,study (act of studying; higher education to get a degree at a university)
STUK,stuk,,,n.,stucco
STUL,stul,G,,n.,chair
STUL,stuliet,,,n.,taboret; footstool
STUMF,stumfi,G,,adj.,"blunt, dull (as a knife)"
STUMF,stumfnis,,,n.,bluntness
STUMF,stumfsensli,,,adj.,"insipid, tedious, humdrum, indifferent"
STUMP,stump,G,,n.,"stump, stub"
STUP,stupe,S,,v.,"ascend, climb; step"
STUP,stupil,,,n.,ladder
STUPID,stupidi,,,adj.,stupid
STUPID,stupidin,,,n.,stupid
STUPID,stupidnis,,,n.,stupidity
STUPS,stups,G,,n.,nudge
STUPS,stupse,,,v.,nudge
STUR,sturi,,,adj.,stubborn
STUR,sturnis,,,n.,stubbornness
STURB,sturbe,,,v.,disturb
STURB,sturbnis,,,n.,disturbance
SUB,sub,,,prep.,"under, below"
SUB,subli,,,adj.,"lower, nether"
SUB,sublim,,,adv.,below
SUBDIT,subdit,,,n.,subject (citizen in a monarchy or person ruled over by another)
SUBJEKT,subjekt,,,n.,subject
SUBJEKT,subjektivi,,,adj.,subjective
SUBJUG,subjuge,,,v.,subjugate
SUBJUG,subjugnis,,,n.,subjugation
SUBKUVERTLI,subkuvertli,,,v.,undercover
SUBLINIE,sublinie,,,v.,underline
SUBMIS,submisivi,,,adj.,submissive
SUBMIS,submisivnis,,,n.,submissiveness
SUBMIS,submisnis,,,n.,submission
SUBREPTNIS,subreptnis,,,n.,subreption
SUBSTANS,substans,,,n.,substance
SUBSTANS,substansli,,,adj.,substantial
SUBSTIM,substime,,,v.,underestimate
SUBSTIM,substimnis,,,n.,underestimation
SUBŠERŠ,subšerše,,,v.,investigate
SUBŠERŠ,subšeršer,,,n.,investigator
SUBŠERŠ,subšeršnis,,,n.,investigation
SUBTIL,subtili,,,adj.,subtle
SUBTIL,subtilnis,,,n.,subtlety
SUBTITUL,subtitul,,,n.,subtitle
SUBTITUL,subtitule,,,v.,subtitle
SUBTITUL,subtitulnis,,,n.,subtitling
SUBTON,subton,,,n.,subtone
SUBTRAKT,subtrakte,,,v.,subtract
SUBTRAKT,subtraktnis,,,n.,subtraction
SUBVERS,subverse,,,v.,subvert
SUBVERS,subversivi,,,adj.,subversive
SUBVERS,subversnis,,,n.,subversion
SUČ,suč,,,n.,blowjob
SUČ,suče,,,v.,suck (vulgar: give a blowjob)
SUD,sud,,,n.,South
SUD,sudli,,,adj.,Southern
SUD,sudpol,,,n.,south pole
SUFLE,sufle,,,v.,blow
SUFOK,sufoke,,,v.,"suffocate, choke"
SUFOK,sufoknis,,,n.,"suffocation, asphyxia"
SUG,suge,,,v.,suck
SUGEST,sugeste,,,v.,suggest
SUGEST,sugestnis,,,n.,suggestion
SUI,sui,,,pron.,"his, her, its;"
SUICID,suicid,,,n.,(= selfcid) suicide
SUICID,fakte suicid,,,expr.,commit suicide
SUICID,suicider,,,n.,one who commits suicide; suicide victim
SUICID,suicidli,,,adj.,suicidal
SUKAR,sukar,,,n.,sugar
SUKAR,sukarkanja,,,n.,sugarcane
SUKAR,sukarlesi,,,adj.,sugar-free
SUKAR,sukarrepa,,,n.,sugarbeet
SUKCES,sukces,,,n.,success
SUKCES,sukcese,,,v.,succeed
SUKCES,"sukcesli, sukcesozi",,,adj.,successful
SULFUR,sulfur,,,n.,sulfur
SULFUR,sulfuracid,,,n.,sulfuric acid
SULK,sulk,,(IN=),n.,furrow
SUM,sum,,,n.,amount (of money)
SUMP,sump,G,,n.,swamp
SUMRAK,sumrak,S,,n.,twilight (light before rising and after the setting of the Sun)
SUN,sun,G,,n.,sun
SUN,sunbril,,,n.,sunglasses
SUN,sundag,,,n.,Sunday
SUN,sundej,,,n.,sunny day
SUN,sunlev,,,n.,sunrise
SUN,sunli,,,adj.,sunny
SUN,sunlus,,,n.,sunlight
SUN,sunsink,,,n.,sundown
SUN,sunsistem,,,n.,solar system
SUN,sunšajn,,,n.,sunshine
SUN,sunširm,,,n.,parasol
SUND,sund,,,n.,sound (strait)
SUP,sup,,,n.,soup
SUPER,supermakt,,,n.,superpower
SUPER,supermarket,,,n.,supermarket
SUPORT,suport,,,n.,support
SUPORT,suporte,,,v.,support
SUPORT,suporter,,,n.,supporter
SUPOZ,supoze,,,v.,suppose
SUPOZ,supoznis,,,n.,"supposal, supposition"
SUR,sur,,,prep.,over
SURFE,surfe,,,v.,surf
SURFICI,surficia,,,n.,surface
SURFICI,surficiali,,,adj.,superficial
SURFICI,surficialnis,,,n.,superficiality
SURFLUD,surflude,,,v.,inundate
SURFLUD,surfludnis,,,n.,inundation
SURFORSE,surforse,,,v.,"overpower, overwhelm"
SURPREZ,surpreza,,,n.,surprise
SURPREZ,surprezanti,,,adj.,surprising
SURPREZ,surpreze,,,v.,surprise
SURRASTE,surraste,,,v.,overgrow
SURS,surs,,,n.,source; well (spring)
SURSKADUE,surskadue,,,v.,overshadow
SURSKOKE,surskoke,,,v.,skip
SURSTIM,surstime,,,v.,overestimate
SURSTIM,surstimnis,,,n.,overestimation
SURVAKTNIS,survaktnis,,,n.,surveillance
SURVENT,surventabli,,,adj.,surmountable
SURVENT,survente,,,v.,"overcome, surmount"
SURVESTENI,survesteni,,,adj.,overdressed
SURVIV,survive,,,v.,survive
SURVIV,surviver,,,n.,survivor
SURVIV,survivnis,,,n.,survival
SURVJU,survju,,,n.,survey
SURVOTE,survote,,,v.,outvote
SUSED,sused,S,,n.,neighbor
SUSED,"susedia, susednis",,,n.,neighborhood
SUSED,susedland,,,n.,neighboring country
SUSPEKT,suspekte,,,v.,suspect
SUSPEKT,suspekti,,,adj.,suspect
SUSPEKT,suspektin,,,n.,suspect
SUSPEKT,areste di uzuali suspektes,,,expr.,arrest the usual suspects
SUSPENDE,suspende,,,v.,suspend (halt temporarily)
SUSPENS,suspense,,,v.,suspense
SUSPENS,suspensnis,,,n.,suspension
SUSPIRE,suspire,,,v.,sigh
SUSTENT,sustentabli,,,adj.,sustainable
SUSTENT,sustentablinis,,,n.,sustainability
SUŠI,suši,,,n.,sushi
SVAK,svaki,G,,adj.,weak
SVAK,svakize,,,v.,weaken
SVAK,svakiznis,,,n.,weakening
SVAK,svaknis,,,n.,weakness
SVALBA,svalba,G,,n.,swallow (bird)
SVAMP,svamp,G,,n.,sponge
SVANI,svani,,,adj.,Svan
SVAR,svar,S,,n.,weld
SVAR,svare,,,v.,weld
SVARM,svarm,G,,n.,swarm
SVARM,svarme,,,v.,swarm
SVART,svarti,G,,adj.,black
SVART,svartize,,,v.,blacken
SVART,svartnis,,,n.,blackness
SVEJK,svejki,B,,adj.,healthy
SVEJK,svejknis,,,n.,health
SVEL,svele,G,,v.,swell
SVEL,svelnis,,,n.,swelling
SVELT,svelti,,(UG=),adj.,"lean, slender"
SVER,sveri,G,,adj.,heavy
SVER,sverindustria,,,n.,heavy industry
SVER,svernis,,,n.,heaviness
SVERM,sverme (pro),G,,v.,rave (about sth.)
SVERT,svert,G,,n.,sword
SVERT,svertlet,,,n.,small/dress sword
SVET,svet,S,,n.,world
SVET,svetkrig,,,n.,world war
SVET,svetmakt,,,n.,"world power, global power"
SVET,svetonaut,,,n.,globetrotter
SVET,svetvju,,,n.,world view
SVEVE,sveve,G,,v.,hover (remain stationary or float in the air)
SVIK,svike,G,,v.,"betray, cheat, let down"
SVIM,svimbasin,,,n.,swimming pool
SVIM,svime,G,,v.,swim
SVIM,svimerija,,,n.,"natatorium, lido"
SVIM,svimil,,,n.,fin
SVIN,svin,"G,S",,n.,"swine, pig"
SVIN,svinkid,,,n.,piglet
SVINDL,svindle,G,,v.,swindle
SVINDL,svindler,,,n.,swindler
SVING,svinge,G,,v.,swing
SVIT,svit,G,(UG=),n.,sweat
SVIT,svite,,,v.,sweat
SWING,swing,,,n.,swing (dance)
ŠAFT,šaft,G,,n.,shaft
ŠAGRIN,šagrin,,,n.,chagrin (type of leather or skin)
ŠAJN,šajn,G,,n.,shine
ŠAJN,šajne,,,v.,shine
ŠAJS,šajs-,G,,pref.,"shitty, damned, fucking"
ŠAJSDREK,šajsdrek,,,n.,= bulšit
ŠAK,šak,,,n.,chess
ŠAK,šakmat,,,interj.,checkmate
ŠALT,šalte,,,v.,switch
ŠALT,šaltil,,,n.,switch
ŠANS,šans,,,n.,"chance, opportunity"
ŠANS,šanslesi,,,adj.,chanceless
ŠANT,šante,,,v.,blackmail
ŠANT,šanter,,,n.,"blackmailer; extortionist, extortioner"
ŠANT,šantnis,,,n.,blackmail
ŠARF,šarfi,G,,adj.,sharp (as a knife)
ŠARF,šarfize,,,v.,sharpen
ŠARF,šarfnis,,,n.,sharpness
ŠARLATAN,šarlatan,,,n.,charlatan
ŠARM,šarm,,,n.,charm
ŠARM,"šarmenti, šarmli, šarmozi",,,adj.,charming
ŠAS,šas,,,n.,hunt
ŠAS,šase,,,v.,hunt
ŠAS,šaser,,,n.,hunter
ŠAZBOT!,šazbot!,,,interj.,damned!
ŠEB,šebi,G,,adj.,shabby
ŠEB,šebnis,,,n.,shabbiness
ŠEF,šef,,,n.,head (chief)
ŠEK,šek,,,n.,check
ŠELF,šelf,,,n.,shelf (nautical)
ŠEPT,šepte,S,,v.,whisper
ŠER,šer,G,,n.,skerry
ŠERI,šeri,,,n.,sherry
ŠERŠ,šerš,,,n.,"search, seek"
ŠERŠ,šerše,,,v.,search
ŠIDLO,šidlo,S,,n.,stitching awl
ŠIFT,šift,,,n.,shift (change of workers)
ŠIL,šil,,,n.,parting (line dividing hair)
ŠILD,šild,G,,n.,shield
ŠILF,šilf,G,,n.,reed
ŠINKA,šinka,"G,S",,n.,ham
ŠIR,širi,,,adj.,sheer
ŠIT,šit,G,,n.,shit
ŠIT,šite,,,v.,shit
ŠIT,šithed,,,n.,shithead
ŠKAF,škaf,S,,n.,cupboard
ŠLAGER,šlager,,,n.,schlager
ŠLAMPA,šlampa,G,,n.,"bitch, slut"
ŠMUZE,šmuze,G,,v.,cuddle
ŠOK,šok,,,n.,shock
ŠOK,šoke,,,v.,shock
ŠOK,šokenti,,,adj.,shocking
ŠOKOLAT,šokolat,,,n.,chocolate
ŠOP,šop,,,n.,shop (establishment that sells goods)
ŠOP,šoperija,,,n.,"shopping mall, shopping center"
ŠORF,šorf,G,,n.,exudate
ŠOT,šot,G,,n.,"bulkhead (partition on ship, air- or spacecraft)"
ŠOVINI,šovinismo,,,n.,chauvinism
ŠOVINI,šovinist,,,n.,chauvinist
ŠPAC,špac,G,,n.,sparrow
ŠTAL,štal,G,,n.,stable
ŠTIFT,štift,G,,n.,pin (cylinder of wood or metal used to fasten or as a bearing between two parts)
ŠVANC,švanc,G,,n.,"cock, dick (vulgar, slang for: penis)"
TABAK,tabak,,,n.,tobacco
TABLA,tabla,,,n.,board (chalk-)
TAF,tafi,,,adj.,tough
TAF,tafnis,,,n.,toughness
TAJ,taj,,,n.,waist
TAJM,tajm,G,,n.,time
TAJM,tajmbomb,,,n.,time bomb
TAJM,tajmlimit,,,n.,deadline
TAJM,tajmmašin,,,n.,time machine
TAJM,tajmnis,,,n.,timing
TAJM,tajmplan,,,n.,schedule
TAJM,tajmskript,,,n.,magazine (periodical publication)
TAJVAS,tajvas,U,,n.,"sky, heaven"
